flight,flight_date_pst,point_time_pst_clean,altitude,ground_speed,heading,lat,lon,icao,call_sign,geometry
,2025-01-29,16:00:16,31200,506.0,78.6,38.221249,-94.810997,a97753,,POINT (-94.810997 38.221249)
JIA5342 ,2025-01-29,16:00:36,31375,510.1,78.6,38.230408,-94.753398,a97753,JIA5342,POINT (-94.753398 38.230408)
,2025-01-29,16:00:56,31550,515.2,78.6,38.239731,-94.694685,a97753,JIA5342,POINT (-94.694685 38.239731)
,2025-01-29,16:01:15,31700,519.1,78.7,38.248994,-94.63641,a97753,JIA5342,POINT (-94.63641 38.248994)
,2025-01-29,16:01:35,31875,522.1,78.7,38.258194,-94.577968,a97753,JIA5342,POINT (-94.577968 38.258194)
JIA5342 ,2025-01-29,16:01:51,32000,524.1,79.9,38.265614,-94.529412,a97753,JIA5342,POINT (-94.529412 38.265614)
,2025-01-29,16:02:00,32075,525.2,81.9,38.26886,-94.502934,a97753,JIA5342,POINT (-94.502934 38.26886)
,2025-01-29,16:02:09,32175,526.0,83.9,38.271526,-94.474421,a97753,JIA5342,POINT (-94.474421 38.271526)
,2025-01-29,16:02:19,32250,526.3,86.0,38.273481,-94.444865,a97753,JIA5342,POINT (-94.444865 38.273481)
JIA5342 ,2025-01-29,16:02:38,32425,529.2,86.2,38.276733,-94.38337,a97753,JIA5342,POINT (-94.38337 38.276733)
,2025-01-29,16:02:58,32575,531.2,86.2,38.279952,-94.321568,a97753,JIA5342,POINT (-94.321568 38.279952)
,2025-01-29,16:03:18,32750,533.2,86.2,38.283164,-94.259173,a97753,JIA5342,POINT (-94.259173 38.283164)
,2025-01-29,16:03:38,32925,535.1,86.4,38.286301,-94.196894,a97753,JIA5342,POINT (-94.196894 38.286301)
JIA5342 ,2025-01-29,16:03:58,33000,538.0,86.5,38.289368,-94.134599,a97753,JIA5342,POINT (-94.134599 38.289368)
,2025-01-29,16:04:18,33000,540.0,86.5,38.292381,-94.071748,a97753,JIA5342,POINT (-94.071748 38.292381)
,2025-01-29,16:04:38,33000,540.0,86.5,38.295407,-94.009114,a97753,JIA5342,POINT (-94.009114 38.295407)
,2025-01-29,16:04:57,33000,539.9,86.6,38.298248,-93.94678,a97753,JIA5342,POINT (-93.94678 38.298248)
JIA5342 ,2025-01-29,16:05:17,33000,539.9,86.7,38.301086,-93.884777,a97753,JIA5342,POINT (-93.884777 38.301086)
,2025-01-29,16:05:37,33000,540.8,86.8,38.303973,-93.821749,a97753,JIA5342,POINT (-93.821749 38.303973)
,2025-01-29,16:05:57,33000,540.9,86.7,38.306766,-93.759593,a97753,JIA5342,POINT (-93.759593 38.306766)
,2025-01-29,16:06:16,33000,541.8,86.8,38.309559,-93.69672,a97753,JIA5342,POINT (-93.69672 38.309559)
JIA5342 ,2025-01-29,16:06:36,33000,541.8,86.8,38.312256,-93.634137,a97753,JIA5342,POINT (-93.634137 38.312256)
,2025-01-29,16:06:56,33000,542.8,86.9,38.314959,-93.571452,a97753,JIA5342,POINT (-93.571452 38.314959)
,2025-01-29,16:07:15,33000,542.8,86.9,38.317566,-93.509654,a97753,JIA5342,POINT (-93.509654 38.317566)
,2025-01-29,16:07:35,33000,543.7,87.1,38.320173,-93.445945,a97753,JIA5342,POINT (-93.445945 38.320173)
JIA5342 ,2025-01-29,16:07:55,33025,542.7,87.0,38.322739,-93.383848,a97753,JIA5342,POINT (-93.383848 38.322739)
,2025-01-29,16:08:15,33000,544.7,87.2,38.325294,-93.320319,a97753,JIA5342,POINT (-93.320319 38.325294)
,2025-01-29,16:08:34,33000,545.7,87.1,38.327761,-93.257685,a97753,JIA5342,POINT (-93.257685 38.327761)
,2025-01-29,16:08:54,33000,545.7,87.1,38.330275,-93.194335,a97753,JIA5342,POINT (-93.194335 38.330275)
JIA5342 ,2025-01-29,16:09:13,33000,546.7,87.2,38.332764,-93.131863,a97753,JIA5342,POINT (-93.131863 38.332764)
,2025-01-29,16:09:33,33000,546.6,87.3,38.33519,-93.068341,a97753,JIA5342,POINT (-93.068341 38.33519)
,2025-01-29,16:09:53,33000,547.6,87.3,38.33757,-93.005404,a97753,JIA5342,POINT (-93.005404 38.33757)
,2025-01-29,16:10:13,33000,548.6,87.4,38.339905,-92.941648,a97753,JIA5342,POINT (-92.941648 38.339905)
JIA5342 ,2025-01-29,16:10:32,33000,549.6,87.4,38.342239,-92.878119,a97753,JIA5342,POINT (-92.878119 38.342239)
,2025-01-29,16:10:52,33000,549.6,87.3,38.34462,-92.814604,a97753,JIA5342,POINT (-92.814604 38.34462)
,2025-01-29,16:11:12,33000,549.6,87.4,38.34694,-92.75106,a97753,JIA5342,POINT (-92.75106 38.34694)
,2025-01-29,16:11:32,33000,549.6,87.4,38.349243,-92.6868,a97753,JIA5342,POINT (-92.6868 38.349243)
JIA5342 ,2025-01-29,16:11:51,33000,550.6,87.4,38.351456,-92.623881,a97753,JIA5342,POINT (-92.623881 38.351456)
,2025-01-29,16:12:11,33000,550.5,87.5,38.353644,-92.560591,a97753,JIA5342,POINT (-92.560591 38.353644)
,2025-01-29,16:12:31,33000,550.5,87.6,38.355789,-92.496234,a97753,JIA5342,POINT (-92.496234 38.355789)
,2025-01-29,16:12:51,33000,550.5,87.6,38.357895,-92.432186,a97753,JIA5342,POINT (-92.432186 38.357895)
JIA5342 ,2025-01-29,16:13:10,33000,551.5,87.6,38.360022,-92.367793,a97753,JIA5342,POINT (-92.367793 38.360022)
,2025-01-29,16:13:30,33000,552.4,87.7,38.362061,-92.303915,a97753,JIA5342,POINT (-92.303915 38.362061)
,2025-01-29,16:13:50,33000,553.4,87.8,38.364025,-92.240017,a97753,JIA5342,POINT (-92.240017 38.364025)
,2025-01-29,16:14:09,33000,553.4,87.7,38.365997,-92.175994,a97753,JIA5342,POINT (-92.175994 38.365997)
JIA5342 ,2025-01-29,16:14:29,33000,553.4,87.8,38.367935,-92.111942,a97753,JIA5342,POINT (-92.111942 38.367935)
,2025-01-29,16:14:49,33000,554.4,87.8,38.369891,-92.047517,a97753,JIA5342,POINT (-92.047517 38.369891)
,2025-01-29,16:15:09,33000,555.4,87.8,38.371846,-91.982375,a97753,JIA5342,POINT (-91.982375 38.371846)
,2025-01-29,16:15:29,33000,555.4,87.9,38.373661,-91.918428,a97753,JIA5342,POINT (-91.918428 38.373661)
JIA5342 ,2025-01-29,16:15:48,33000,556.4,87.8,38.375519,-91.853417,a97753,JIA5342,POINT (-91.853417 38.375519)
,2025-01-29,16:16:08,33000,557.4,87.9,38.377339,-91.788921,a97753,JIA5342,POINT (-91.788921 38.377339)
,2025-01-29,16:16:28,33000,558.4,87.9,38.379135,-91.724386,a97753,JIA5342,POINT (-91.724386 38.379135)
,2025-01-29,16:16:48,33000,558.3,88.2,38.38083,-91.659771,a97753,JIA5342,POINT (-91.659771 38.38083)
JIA5342 ,2025-01-29,16:17:07,33000,559.3,88.1,38.382506,-91.595406,a97753,JIA5342,POINT (-91.595406 38.382506)
,2025-01-29,16:17:27,33000,561.3,88.3,38.384136,-91.530861,a97753,JIA5342,POINT (-91.530861 38.384136)
,2025-01-29,16:17:46,33000,562.3,88.2,38.385773,-91.465798,a97753,JIA5342,POINT (-91.465798 38.385773)
,2025-01-29,16:18:06,33000,562.3,88.3,38.387348,-91.400757,a97753,JIA5342,POINT (-91.400757 38.387348)
JIA5342 ,2025-01-29,16:18:26,33000,563.3,88.3,38.388884,-91.33657,a97753,JIA5342,POINT (-91.33657 38.388884)
,2025-01-29,16:18:46,33000,563.3,88.3,38.39042,-91.270354,a97753,JIA5342,POINT (-91.270354 38.39042)
,2025-01-29,16:19:05,33000,565.2,88.5,38.391956,-91.204734,a97753,JIA5342,POINT (-91.204734 38.391956)
,2025-01-29,16:19:25,33000,565.3,88.3,38.3934,-91.139652,a97753,JIA5342,POINT (-91.139652 38.3934)
JIA5342 ,2025-01-29,16:19:45,33000,565.2,88.5,38.394796,-91.07457,a97753,JIA5342,POINT (-91.07457 38.394796)
,2025-01-29,16:20:04,33000,566.2,88.5,38.396193,-91.008712,a97753,JIA5342,POINT (-91.008712 38.396193)
,2025-01-29,16:20:24,33000,567.2,88.6,38.397496,-90.942137,a97753,JIA5342,POINT (-90.942137 38.397496)
,2025-01-29,16:20:44,33000,567.2,88.6,38.3988,-90.876816,a97753,JIA5342,POINT (-90.876816 38.3988)
JIA5342 ,2025-01-29,16:21:04,33000,568.2,88.6,38.400055,-90.81106,a97753,JIA5342,POINT (-90.81106 38.400055)
,2025-01-29,16:21:23,33000,569.1,88.7,38.401313,-90.744563,a97753,JIA5342,POINT (-90.744563 38.401313)
,2025-01-29,16:21:43,33000,569.1,88.7,38.402527,-90.67864,a97753,JIA5342,POINT (-90.67864 38.402527)
,2025-01-29,16:22:03,33000,569.1,88.7,38.403688,-90.612667,a97753,JIA5342,POINT (-90.612667 38.403688)
JIA5342 ,2025-01-29,16:22:23,33000,569.1,88.7,38.404816,-90.546687,a97753,JIA5342,POINT (-90.546687 38.404816)
,2025-01-29,16:22:42,33000,570.1,88.8,38.405922,-90.480771,a97753,JIA5342,POINT (-90.480771 38.405922)
,2025-01-29,16:23:02,33000,571.1,88.9,38.406967,-90.415377,a97753,JIA5342,POINT (-90.415377 38.406967)
,2025-01-29,16:23:21,33000,572.1,88.9,38.40797,-90.349831,a97753,JIA5342,POINT (-90.349831 38.40797)
JIA5342 ,2025-01-29,16:23:41,33000,572.1,88.9,38.408948,-90.284629,a97753,JIA5342,POINT (-90.284629 38.408948)
,2025-01-29,16:24:01,33000,573.1,88.9,38.409943,-90.216922,a97753,JIA5342,POINT (-90.216922 38.409943)
,2025-01-29,16:24:21,33000,574.1,89.1,38.410857,-90.149748,a97753,JIA5342,POINT (-90.149748 38.410857)
,2025-01-29,16:24:41,33000,573.1,89.1,38.411728,-90.082631,a97753,JIA5342,POINT (-90.082631 38.411728)
JIA5342 ,2025-01-29,16:25:00,33000,571.1,89.1,38.412579,-90.01709,a97753,JIA5342,POINT (-90.01709 38.412579)
,2025-01-29,16:25:20,33000,569.1,89.1,38.413417,-89.951416,a97753,JIA5342,POINT (-89.951416 38.413417)
,2025-01-29,16:25:40,33000,568.1,89.2,38.414162,-89.885254,a97753,JIA5342,POINT (-89.885254 38.414162)
,2025-01-29,16:25:59,33000,569.0,89.3,38.414886,-89.818785,a97753,JIA5342,POINT (-89.818785 38.414886)
JIA5342 ,2025-01-29,16:26:19,33000,573.0,89.3,38.415482,-89.752211,a97753,JIA5342,POINT (-89.752211 38.415482)
,2025-01-29,16:26:39,33025,577.0,89.4,38.41607,-89.685608,a97753,JIA5342,POINT (-89.685608 38.41607)
,2025-01-29,16:26:59,33000,580.0,89.4,38.416672,-89.618583,a97753,JIA5342,POINT (-89.618583 38.416672)
,2025-01-29,16:27:18,33000,583.0,89.4,38.417175,-89.550874,a97753,JIA5342,POINT (-89.550874 38.417175)
JIA5342 ,2025-01-29,16:27:38,33025,585.0,89.4,38.417725,-89.482866,a97753,JIA5342,POINT (-89.482866 38.417725)
,2025-01-29,16:27:58,33000,587.0,89.5,38.418212,-89.414246,a97753,JIA5342,POINT (-89.414246 38.418212)
,2025-01-29,16:28:18,33000,589.0,89.5,38.41864,-89.346075,a97753,JIA5342,POINT (-89.346075 38.41864)
,2025-01-29,16:28:38,33000,591.0,89.5,38.419096,-89.277039,a97753,JIA5342,POINT (-89.277039 38.419096)
JIA5342 ,2025-01-29,16:28:57,33000,592.0,89.5,38.419562,-89.208862,a97753,JIA5342,POINT (-89.208862 38.419562)
,2025-01-29,16:29:11,33000,592.3,88.2,38.420074,-89.161499,a97753,JIA5342,POINT (-89.161499 38.420074)
,2025-01-29,16:29:18,33000,592.7,85.7,38.421331,-89.137146,a97753,JIA5342,POINT (-89.137146 38.421331)
,2025-01-29,16:29:38,33000,593.2,85.1,38.425893,-89.069031,a97753,JIA5342,POINT (-89.069031 38.425893)
JIA5342 ,2025-01-29,16:29:57,33000,594.2,85.1,38.430548,-89.000122,a97753,JIA5342,POINT (-89.000122 38.430548)
,2025-01-29,16:30:17,33000,594.2,85.1,38.435165,-88.93152,a97753,JIA5342,POINT (-88.93152 38.435165)
,2025-01-29,16:30:37,33000,595.1,85.2,38.439719,-88.862854,a97753,JIA5342,POINT (-88.862854 38.439719)
,2025-01-29,16:30:57,33000,596.0,85.3,38.444235,-88.79364,a97753,JIA5342,POINT (-88.79364 38.444235)
JIA5342 ,2025-01-29,16:31:16,33000,597.0,85.3,38.448669,-88.72469,a97753,JIA5342,POINT (-88.72469 38.448669)
,2025-01-29,16:31:36,33000,597.9,85.4,38.453201,-88.654593,a97753,JIA5342,POINT (-88.654593 38.453201)
,2025-01-29,16:31:56,33025,597.9,85.4,38.457642,-88.585092,a97753,JIA5342,POINT (-88.585092 38.457642)
,2025-01-29,16:32:16,33000,598.9,85.4,38.461971,-88.516602,a97753,JIA5342,POINT (-88.516602 38.461971)
JIA5342 ,2025-01-29,16:32:35,33000,598.8,85.5,38.466254,-88.447754,a97753,JIA5342,POINT (-88.447754 38.466254)
,2025-01-29,16:32:55,33000,598.8,85.5,38.470551,-88.378502,a97753,JIA5342,POINT (-88.378502 38.470551)
,2025-01-29,16:33:14,33000,598.8,85.5,38.474762,-88.310255,a97753,JIA5342,POINT (-88.310255 38.474762)
,2025-01-29,16:33:34,33025,599.8,85.6,38.479019,-88.240575,a97753,JIA5342,POINT (-88.240575 38.479019)
JIA5342 ,2025-01-29,16:33:54,33000,599.7,85.7,38.483245,-88.170532,a97753,JIA5342,POINT (-88.170532 38.483245)
,2025-01-29,16:34:13,33000,600.7,85.7,38.487295,-88.102112,a97753,JIA5342,POINT (-88.102112 38.487295)
,2025-01-29,16:34:33,33025,599.7,85.7,38.491425,-88.032731,a97753,JIA5342,POINT (-88.032731 38.491425)
,2025-01-29,16:34:53,33000,599.5,85.9,38.495442,-87.963318,a97753,JIA5342,POINT (-87.963318 38.495442)
JIA5342 ,2025-01-29,16:35:12,33000,599.6,85.8,38.499446,-87.894348,a97753,JIA5342,POINT (-87.894348 38.499446)
,2025-01-29,16:35:32,33000,598.5,85.9,38.50351,-87.824349,a97753,JIA5342,POINT (-87.824349 38.50351)
,2025-01-29,16:35:45,33000,598.6,87.4,38.50573,-87.779663,a97753,JIA5342,POINT (-87.779663 38.50573)
,2025-01-29,16:35:52,33000,598.0,89.9,38.506009,-87.755005,a97753,JIA5342,POINT (-87.755005 38.506009)
JIA5342 ,2025-01-29,16:35:59,33000,597.6,92.5,38.505451,-87.728943,a97753,JIA5342,POINT (-87.728943 38.505451)
,2025-01-29,16:36:07,33000,596.1,94.8,38.504013,-87.70338,a97753,JIA5342,POINT (-87.70338 38.504013)
,2025-01-29,16:36:26,33000,594.0,95.8,38.498703,-87.635073,a97753,JIA5342,POINT (-87.635073 38.498703)
,2025-01-29,16:36:46,32975,591.2,95.9,38.493161,-87.566101,a97753,JIA5342,POINT (-87.566101 38.493161)
JIA5342 ,2025-01-29,16:37:06,32975,589.2,95.9,38.487625,-87.498043,a97753,JIA5342,POINT (-87.498043 38.487625)
,2025-01-29,16:37:25,32975,587.3,96.1,38.48204,-87.430632,a97753,JIA5342,POINT (-87.430632 38.48204)
,2025-01-29,16:37:45,33000,585.3,96.1,38.476456,-87.36346,a97753,JIA5342,POINT (-87.36346 38.476456)
,2025-01-29,16:38:05,33000,583.2,96.0,38.470688,-87.295035,a97753,JIA5342,POINT (-87.295035 38.470688)
JIA5342 ,2025-01-29,16:38:25,33000,582.4,96.2,38.464966,-87.227505,a97753,JIA5342,POINT (-87.227505 38.464966)
,2025-01-29,16:38:44,33000,583.4,96.2,38.459244,-87.160691,a97753,JIA5342,POINT (-87.160691 38.459244)
,2025-01-29,16:39:04,33000,583.5,96.3,38.45343,-87.093161,a97753,JIA5342,POINT (-87.093161 38.45343)
,2025-01-29,16:39:24,33000,583.5,96.3,38.447586,-87.02594,a97753,JIA5342,POINT (-87.02594 38.447586)
JIA5342 ,2025-01-29,16:39:44,33000,582.6,96.4,38.441674,-86.958435,a97753,JIA5342,POINT (-86.958435 38.441674)
,2025-01-29,16:40:04,33000,582.6,96.4,38.435715,-86.890991,a97753,JIA5342,POINT (-86.890991 38.435715)
,2025-01-29,16:40:24,33000,582.6,96.4,38.429664,-86.822876,a97753,JIA5342,POINT (-86.822876 38.429664)
,2025-01-29,16:40:43,33000,582.6,96.4,38.423752,-86.755432,a97753,JIA5342,POINT (-86.755432 38.423752)
JIA5342 ,2025-01-29,16:41:03,33000,582.7,96.5,38.4177,-86.688049,a97753,JIA5342,POINT (-86.688049 38.4177)
,2025-01-29,16:41:23,33000,581.8,96.5,38.411682,-86.621061,a97753,JIA5342,POINT (-86.621061 38.411682)
,2025-01-29,16:41:43,33000,581.9,96.6,38.405594,-86.553682,a97753,JIA5342,POINT (-86.553682 38.405594)
,2025-01-29,16:42:03,33000,580.9,96.6,38.399405,-86.486166,a97753,JIA5342,POINT (-86.486166 38.399405)
JIA5342 ,2025-01-29,16:42:22,33000,580.9,96.6,38.39326,-86.418935,a97753,JIA5342,POINT (-86.418935 38.39326)
,2025-01-29,16:42:42,33000,581.1,96.8,38.387054,-86.352072,a97753,JIA5342,POINT (-86.352072 38.387054)
,2025-01-29,16:43:02,33000,581.0,96.7,38.380784,-86.284531,a97753,JIA5342,POINT (-86.284531 38.380784)
,2025-01-29,16:43:22,33025,580.1,96.8,38.37442,-86.21708,a97753,JIA5342,POINT (-86.21708 38.37442)
JIA5342 ,2025-01-29,16:43:42,33025,579.2,96.9,38.368029,-86.14971,a97753,JIA5342,POINT (-86.14971 38.368029)
,2025-01-29,16:44:01,33000,579.4,97.0,38.361786,-86.083783,a97753,JIA5342,POINT (-86.083783 38.361786)
,2025-01-29,16:44:21,33000,578.3,96.9,38.355506,-86.017993,a97753,JIA5342,POINT (-86.017993 38.355506)
,2025-01-29,16:44:41,33000,577.1,96.9,38.349106,-85.951597,a97753,JIA5342,POINT (-85.951597 38.349106)
JIA5342 ,2025-01-29,16:45:00,33000,576.3,97.0,38.342651,-85.884334,a97753,JIA5342,POINT (-85.884334 38.342651)
,2025-01-29,16:45:20,33000,575.3,97.0,38.336187,-85.817493,a97753,JIA5342,POINT (-85.817493 38.336187)
,2025-01-29,16:45:40,33000,575.4,97.1,38.329763,-85.751694,a97753,JIA5342,POINT (-85.751694 38.329763)
,2025-01-29,16:46:00,33000,575.5,97.2,38.323196,-85.684944,a97753,JIA5342,POINT (-85.684944 38.323196)
JIA5342 ,2025-01-29,16:46:20,33000,575.5,97.2,38.316588,-85.618246,a97753,JIA5342,POINT (-85.618246 38.316588)
,2025-01-29,16:46:39,33025,574.7,97.3,38.310024,-85.552567,a97753,JIA5342,POINT (-85.552567 38.310024)
,2025-01-29,16:46:59,32975,574.8,97.4,38.303367,-85.486351,a97753,JIA5342,POINT (-85.486351 38.303367)
,2025-01-29,16:47:19,33000,573.7,97.3,38.29685,-85.421507,a97753,JIA5342,POINT (-85.421507 38.29685)
JIA5342 ,2025-01-29,16:47:38,33000,571.8,97.4,38.290146,-85.355822,a97753,JIA5342,POINT (-85.355822 38.290146)
,2025-01-29,16:47:58,33025,571.8,97.4,38.283463,-85.290605,a97753,JIA5342,POINT (-85.290605 38.283463)
,2025-01-29,16:48:18,33025,570.7,97.3,38.276647,-85.22447,a97753,JIA5342,POINT (-85.22447 38.276647)
,2025-01-29,16:48:37,32975,571.9,97.5,38.26985,-85.159269,a97753,JIA5342,POINT (-85.159269 38.26985)
JIA5342 ,2025-01-29,16:48:57,33025,570.9,97.6,38.263046,-85.093786,a97753,JIA5342,POINT (-85.093786 38.263046)
,2025-01-29,16:49:17,33000,572.2,97.7,38.256226,-85.028511,a97753,JIA5342,POINT (-85.028511 38.256226)
,2025-01-29,16:49:31,33000,572.8,96.6,38.251282,-84.979891,a97753,JIA5342,POINT (-84.979891 38.251282)
,2025-01-29,16:49:37,32975,572.3,93.8,38.250065,-84.959485,a97753,JIA5342,POINT (-84.959485 38.250065)
JIA5342 ,2025-01-29,16:49:43,33050,570.0,90.4,38.249771,-84.940387,a97753,JIA5342,POINT (-84.940387 38.249771)
,2025-01-29,16:49:49,33200,566.6,87.4,38.250275,-84.919057,a97753,JIA5342,POINT (-84.919057 38.250275)
,2025-01-29,16:50:05,33450,564.3,86.1,38.252905,-84.867116,a97753,JIA5342,POINT (-84.867116 38.252905)
,2025-01-29,16:50:20,33725,563.3,86.1,38.255465,-84.818931,a97753,JIA5342,POINT (-84.818931 38.255465)
JIA5342 ,2025-01-29,16:50:36,33975,562.3,86.1,38.258305,-84.765552,a97753,JIA5342,POINT (-84.765552 38.258305)
,2025-01-29,16:50:53,34225,561.4,86.0,38.26147,-84.708351,a97753,JIA5342,POINT (-84.708351 38.26147)
,2025-01-29,16:51:10,34475,559.5,85.8,38.264557,-84.654275,a97753,JIA5342,POINT (-84.654275 38.264557)
,2025-01-29,16:51:26,34725,558.7,85.6,38.267662,-84.601593,a97753,JIA5342,POINT (-84.601593 38.267662)
JIA5342 ,2025-01-29,16:51:43,34975,556.6,85.7,38.271107,-84.54481,a97753,JIA5342,POINT (-84.54481 38.271107)
,2025-01-29,16:52:00,35225,555.7,85.5,38.274307,-84.491701,a97753,JIA5342,POINT (-84.491701 38.274307)
,2025-01-29,16:52:08,35350,556.6,87.4,38.275669,-84.464682,a97753,JIA5342,POINT (-84.464682 38.275669)
,2025-01-29,16:52:14,35425,557.0,90.0,38.275818,-84.444775,a97753,JIA5342,POINT (-84.444775 38.275818)
JIA5342 ,2025-01-29,16:52:20,35525,558.6,92.7,38.27525,-84.424797,a97753,JIA5342,POINT (-84.424797 38.27525)
,2025-01-29,16:52:27,35600,559.7,95.6,38.273804,-84.402875,a97753,JIA5342,POINT (-84.402875 38.273804)
,2025-01-29,16:52:33,35650,561.2,98.5,38.271561,-84.38137,a97753,JIA5342,POINT (-84.38137 38.271561)
,2025-01-29,16:52:49,35825,561.1,99.8,38.26474,-84.330003,a97753,JIA5342,POINT (-84.330003 38.26474)
JIA5342 ,2025-01-29,16:53:09,36025,562.4,99.9,38.255814,-84.265078,a97753,JIA5342,POINT (-84.265078 38.255814)
,2025-01-29,16:53:29,36225,563.4,99.9,38.246887,-84.200621,a97753,JIA5342,POINT (-84.200621 38.246887)
,2025-01-29,16:53:49,36425,564.7,100.1,38.237962,-84.136465,a97753,JIA5342,POINT (-84.136465 38.237962)
,2025-01-29,16:54:08,36625,564.9,100.2,38.228977,-84.072577,a97753,JIA5342,POINT (-84.072577 38.228977)
JIA5342 ,2025-01-29,16:54:28,36800,565.9,100.2,38.219925,-84.008302,a97753,JIA5342,POINT (-84.008302 38.219925)
,2025-01-29,16:54:48,36975,565.7,100.1,38.210775,-83.943309,a97753,JIA5342,POINT (-83.943309 38.210775)
,2025-01-29,16:55:07,37000,568.9,100.1,38.201744,-83.879182,a97753,JIA5342,POINT (-83.879182 38.201744)
,2025-01-29,16:55:17,37025,569.1,98.4,38.19774,-83.848253,a97753,JIA5342,POINT (-83.848253 38.19774)
JIA5342 ,2025-01-29,16:55:24,37000,570.0,95.8,38.195599,-83.825027,a97753,JIA5342,POINT (-83.825027 38.195599)
,2025-01-29,16:55:31,37000,570.0,93.3,38.19429,-83.801373,a97753,JIA5342,POINT (-83.801373 38.19429)
,2025-01-29,16:55:38,37025,569.1,90.8,38.193787,-83.777998,a97753,JIA5342,POINT (-83.777998 38.193787)
,2025-01-29,16:55:45,37000,569.3,88.2,38.194202,-83.753675,a97753,JIA5342,POINT (-83.753675 38.194202)
JIA5342 ,2025-01-29,16:56:05,37000,572.5,87.6,38.196396,-83.687127,a97753,JIA5342,POINT (-83.687127 38.196396)
,2025-01-29,16:56:25,37000,575.5,87.5,38.198718,-83.620884,a97753,JIA5342,POINT (-83.620884 38.198718)
,2025-01-29,16:56:45,37025,577.5,87.6,38.200859,-83.554011,a97753,JIA5342,POINT (-83.554011 38.200859)
,2025-01-29,16:57:04,37000,579.5,87.6,38.203047,-83.487496,a97753,JIA5342,POINT (-83.487496 38.203047)
JIA5342 ,2025-01-29,16:57:24,37000,580.5,87.6,38.205375,-83.420324,a97753,JIA5342,POINT (-83.420324 38.205375)
,2025-01-29,16:57:44,37000,579.6,87.4,38.207703,-83.352376,a97753,JIA5342,POINT (-83.352376 38.207703)
,2025-01-29,16:58:04,37000,579.4,87.8,38.209946,-83.28449,a97753,JIA5342,POINT (-83.28449 38.209946)
,2025-01-29,16:58:24,37000,579.5,87.6,38.212032,-83.217316,a97753,JIA5342,POINT (-83.217316 38.212032)
