time,lat,lon,altitude,ground_speed,heading,details,alt_geom,nnumber,model,desc,timestamp,ping_time,icao
15896.53,40.749756,-111.970154,4425,161.7,354.7,,4700.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:24:56.530,abfd8c
15909.6,40.759506,-111.971313,4225,161.5,355.4,,4525.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:09.600,abfd8c
15963.84,40.793388,-111.975325,ground,61.5,354.4,,4175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:26:03.840,abfd8c
15960.94,40.792539,-111.975231,ground,66.5,354.4,,4175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:26:00.940,abfd8c
15959.83,40.792191,-111.975189,ground,71.0,354.4,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 4175, 'track': 354.38, 'true_heading': 354.38, 'baro_rate': -128, 'geom_rate': -128, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",4175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:59.830,abfd8c
15957.86,40.791527,-111.975113,ground,81.0,354.4,,4175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:57.860,abfd8c
15953.92,40.789723,-111.974888,ground,99.0,354.4,,4175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:53.920,abfd8c
15953.19,40.789676,-111.974903,3850,106.4,355.1,,4175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:53.190,abfd8c
15950.44,40.788254,-111.974731,3850,115.4,355.0,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 4200, 'track': 355.03, 'baro_rate': -192, 'geom_rate': -128, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",4200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:50.440,abfd8c
15949.35,40.78775,-111.97467,3850,123.5,354.9,,4200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:49.350,abfd8c
15946.46,40.786102,-111.974487,3825,131.5,355.2,,4175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:46.460,abfd8c
15945.07,40.785141,-111.974365,3825,140.6,354.7,,4175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:45.070,abfd8c
15943.35,40.784225,-111.974243,3850,144.6,354.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 4200, 'track': 354.84, 'baro_rate': -64, 'geom_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",4200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:43.350,abfd8c
15942.3,40.783531,-111.974154,3850,150.7,354.7,,4200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:42.300,abfd8c
15940.41,40.782211,-111.973999,3875,157.6,354.9,,4200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:40.410,abfd8c
15936.35,40.779248,-111.973655,3875,160.6,355.0,,4200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:36.350,abfd8c
15931.27,40.775431,-111.973218,3925,158.6,354.9,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 4225, 'track': 354.94, 'baro_rate': -640, 'geom_rate': -704, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",4225.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:31.270,abfd8c
15923.62,40.769897,-111.972534,4025,160.7,354.6,,4325.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:23.620,abfd8c
15916.39,40.764584,-111.971907,4125,160.6,355.0,,4425.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:16.390,abfd8c
15903.24,40.754745,-111.970825,4325,161.7,354.7,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 4600, 'track': 354.68, 'baro_rate': -896, 'geom_rate': -896, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",4600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:25:03.240,abfd8c
11475.41,39.847984,-104.684093,ground,18.5,182.8,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:15.410,abfd8c
15764.17,40.65123,-111.958986,6400,175.6,355.1,,6625.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:22:44.170,abfd8c
15753.12,40.642227,-111.957947,6600,178.8,354.5,,6825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:22:33.120,abfd8c
15612.84,40.511627,-111.942566,8650,248.1,354.7,,8825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:12.840,abfd8c
15609.24,40.507476,-111.942069,8650,252.1,354.8,,8825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:09.240,abfd8c
15604.19,40.501602,-111.941406,8650,256.9,355.1,,8825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:04.190,abfd8c
15584.33,40.477798,-111.939026,8675,261.7,355.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 8825, 'track': 355.84, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 4288, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",8825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:19:44.330,abfd8c
15569.65,40.459946,-111.937134,8650,264.2,354.6,,8800.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:19:29.650,abfd8c
15565.23,40.454544,-111.936462,8675,266.3,354.4,,8850.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:19:25.230,abfd8c
15559.08,40.447005,-111.935453,8775,268.4,354.2,,8925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:19:19.080,abfd8c
15550.36,40.436188,-111.934021,8925,270.4,354.3,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 9100, 'track': 354.27, 'baro_rate': -1088, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 6112, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",9100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:19:10.360,abfd8c
15541.77,40.425498,-111.932644,9075,273.1,354.8,,9225.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:19:01.770,abfd8c
15533.4,40.414856,-111.931458,9225,273.8,355.6,,9375.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:18:53.400,abfd8c
15525.43,40.404782,-111.930459,9350,270.9,353.2,,9500.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:18:45.430,abfd8c
15521.29,40.399704,-111.929565,9425,269.3,348.6,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 9575, 'track': 348.65, 'baro_rate': -1088, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 6112, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",9575.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:18:41.290,abfd8c
15517.31,40.394866,-111.928149,9500,267.9,344.4,,9650.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:18:37.310,abfd8c
15513.76,40.390584,-111.926526,9575,266.4,339.8,,9725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:18:33.760,abfd8c
15509.24,40.385416,-111.923904,9650,265.8,335.6,,9775.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:18:29.240,abfd8c
15506.31,40.382172,-111.921936,9675,265.7,332.2,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 9800, 'track': 332.18, 'baro_rate': -128, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 6112, 'nav_heading': 308.67, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",9800.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:18:26.310,abfd8c
15502.51,40.378052,-111.919006,9675,264.9,327.3,,9800.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:18:22.510,abfd8c
15616.46,40.515716,-111.943068,8650,244.0,354.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 8825, 'track': 354.83, 'baro_rate': 0, 'geom_rate': -64, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 4288, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",8825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:16.460,abfd8c
15758.2,40.646393,-111.958435,6500,176.7,354.8,,6725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:22:38.200,abfd8c
15621.16,40.520883,-111.943692,8650,239.0,354.7,,8825.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:21.160,abfd8c
15635.17,40.535966,-111.94544,8550,231.0,354.8,,8725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:35.170,abfd8c
15746.95,40.637146,-111.957275,6700,178.8,354.5,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 6925, 'track': 354.54, 'baro_rate': -896, 'geom_rate': -1024, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",6925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:22:26.950,abfd8c
15741.03,40.632248,-111.956665,6800,178.8,354.5,,7000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:22:21.030,abfd8c
15735.28,40.627533,-111.956055,6900,178.8,354.5,,7125.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:22:15.280,abfd8c
15729.0,40.622274,-111.955428,7000,178.8,354.5,,7200.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:22:09.000,abfd8c
15722.22,40.61673,-111.954773,7100,179.6,355.2,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 7300, 'track': 355.21, 'baro_rate': -896, 'geom_rate': -896, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",7300.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:22:02.220,abfd8c
15712.4,40.608582,-111.953918,7250,180.6,355.2,,7475.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:52.400,abfd8c
15703.57,40.601232,-111.953056,7400,182.7,355.0,,7600.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:43.570,abfd8c
15694.81,40.593784,-111.952182,7525,187.7,355.1,,7725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:34.810,abfd8c
15690.74,40.590271,-111.951782,7600,191.7,355.2,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 7800, 'track': 355.21, 'baro_rate': -1216, 'geom_rate': -1088, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",7800.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:30.740,abfd8c
15684.55,40.5848,-111.951183,7725,195.7,355.0,,7925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:24.550,abfd8c
15679.36,40.580109,-111.950623,7800,199.9,354.5,,8000.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:19.360,abfd8c
15673.32,40.574465,-111.949935,7925,204.6,355.5,,8125.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:13.320,abfd8c
15667.61,40.569065,-111.949373,8025,209.6,355.6,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 8225, 'track': 355.62, 'baro_rate': -1088, 'geom_rate': -1088, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 8992, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",8225.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:07.610,abfd8c
15662.31,40.563904,-111.948853,8100,213.8,355.2,,8300.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:21:02.310,abfd8c
15658.38,40.559967,-111.948425,8175,217.9,354.7,,8375.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:58.380,abfd8c
15652.5,40.55397,-111.947693,8275,221.9,354.8,,8450.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:52.500,abfd8c
15644.59,40.545882,-111.946689,8400,226.1,354.4,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'alt_geom': 8575, 'track': 354.42, 'baro_rate': -896, 'geom_rate': -832, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1025.6, 'nav_altitude_mcp': 4288, 'nav_heading': 343.12, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",8575.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:44.590,abfd8c
15625.27,40.525406,-111.944214,8625,234.9,354.9,,8800.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 04:20:25.270,abfd8c
11470.67,39.848419,-104.684093,ground,19.5,182.8,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:10.670,abfd8c
11466.22,39.848832,-104.684082,ground,20.5,180.0,,,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:06.220,abfd8c
11462.08,39.849232,-104.684078,ground,20.5,182.8,"{'type': 'adsb_icao', 'flight': 'SWA3512 ', 'track': 182.81, 'true_heading': 182.81, 'baro_rate': 0, 'squawk': '1454', 'emergency': 'none', 'category': 'A3', 'nic': 8, 'rc': 186, 'version': 2, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'sda': 2, 'alert': 0, 'spi': 0}",,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 03:11:02.080,abfd8c
4046.88,39.132463,-103.940857,22000,310.2,311.9,,22125.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:07:26.880,abfd8c
4040.58,39.126458,-103.932251,22025,312.3,312.0,,22175.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:07:20.580,abfd8c
4035.92,39.121948,-103.925828,22075,315.1,312.0,"{'type': 'adsb_icao', 'flight': 'SWA2580 ', 'alt_geom': 22225, 'track': 312.04, 'baro_rate': -1024, 'squawk': '1474', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 11008, 'nav_heading': 303.05, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",22225.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:07:15.920,abfd8c
4033.44,39.119522,-103.922365,22125,316.6,311.8,,22275.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:07:13.440,abfd8c
4029.52,39.115677,-103.916871,22225,318.0,311.8,,22400.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:07:09.520,abfd8c
4025.98,39.112166,-103.911865,22350,318.0,311.8,,22525.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:07:05.980,abfd8c
4021.5,39.10779,-103.905579,22525,318.7,312.0,"{'type': 'adsb_icao', 'flight': 'SWA2580 ', 'alt_geom': 22725, 'track': 311.95, 'baro_rate': -2752, 'squawk': '1474', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 11008, 'nav_heading': 303.05, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",22725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:07:01.500,abfd8c
4066.82,39.15127,-103.96814,21975,308.2,311.5,,22100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:07:46.820,abfd8c
4012.61,39.098992,-103.893005,22925,317.8,312.3,,23100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:06:52.610,abfd8c
3994.36,39.080976,-103.867676,23725,315.7,312.4,,23925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:06:34.360,abfd8c
3984.66,39.071411,-103.854178,24125,315.8,311.9,"{'type': 'adsb_icao', 'flight': 'SWA2580 ', 'alt_geom': 24375, 'track': 311.92, 'baro_rate': -2176, 'squawk': '1474', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 11008, 'nav_heading': 303.05, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",24375.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:06:24.660,abfd8c
3973.52,39.060516,-103.838594,24500,318.0,311.8,,24725.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:06:13.520,abfd8c
3962.65,39.049833,-103.823242,24900,319.5,311.6,,25150.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:06:02.650,abfd8c
3951.91,39.039276,-103.807963,25275,320.9,311.6,,25525.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:05:51.910,abfd8c
3941.15,39.028656,-103.792618,25650,322.3,311.6,"{'type': 'adsb_icao', 'flight': 'SWA2580 ', 'alt_geom': 25925, 'track': 311.6, 'baro_rate': -2112, 'squawk': '1474', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 11008, 'nav_heading': 303.05, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",25925.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:05:41.150,abfd8c
3929.99,39.017572,-103.77655,26050,325.1,311.6,,26325.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:05:29.990,abfd8c
4003.26,39.089767,-103.880031,23325,317.1,312.4,,23550.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:06:43.260,abfd8c
4086.5,39.169876,-103.995268,22000,307.4,311.6,"{'type': 'adsb_icao', 'flight': 'SWA2580 ', 'alt_geom': 22125, 'track': 311.57, 'baro_rate': 64, 'squawk': '1474', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 11008, 'nav_heading': 303.05, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",22125.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:08:06.500,abfd8c
4106.33,39.188599,-104.022436,22000,308.2,311.5,,22100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:08:26.330,abfd8c
4126.08,39.207275,-104.049722,22000,309.6,311.5,,22100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:08:46.080,abfd8c
4237.04,39.313086,-104.195007,19975,293.7,325.8,,20050.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:10:37.040,abfd8c
4231.28,39.306656,-104.189141,19975,291.6,322.4,,20050.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:10:31.280,abfd8c
4225.9,39.301025,-104.18335,19975,290.8,319.5,,20075.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:10:25.900,abfd8c
4220.32,39.295396,-104.17688,20000,290.7,316.0,"{'type': 'adsb_icao', 'flight': 'SWA2580 ', 'alt_geom': 20100, 'track': 315.98, 'baro_rate': -384, 'squawk': '1474', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 11008, 'nav_heading': 303.05, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",20100.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:10:20.320,abfd8c
4215.46,39.290771,-104.17099,20025,290.1,312.8,,20125.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:10:15.460,abfd8c
4198.18,39.275099,-104.148682,20225,298.1,312.1,,20325.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:09:58.180,abfd8c
4186.14,39.263855,-104.132538,20325,306.7,311.7,,20450.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:09:46.140,abfd8c
4183.22,39.261063,-104.128537,20375,308.2,311.5,"{'type': 'adsb_icao', 'flight': 'SWA2580 ', 'alt_geom': 20500, 'track': 311.45, 'baro_rate': -1280, 'squawk': '1474', 'emergency': 'none', 'category': 'A3', 'nav_qnh': 1013.6, 'nav_altitude_mcp': 11008, 'nav_heading': 303.05, 'nic': 8, 'rc': 186, 'version': 2, 'nic_baro': 1, 'nac_p': 10, 'nac_v': 2, 'sil': 3, 'sil_type': 'perhour', 'gva': 2, 'sda': 2, 'alert': 0, 'spi': 0}",20500.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:09:43.220,abfd8c
4181.17,39.25914,-104.125731,20425,308.2,311.5,,20550.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:09:41.170,abfd8c
4171.56,39.250122,-104.112536,20750,308.3,311.2,,20875.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:09:31.560,abfd8c
4160.64,39.239859,-104.097351,21150,309.0,311.1,,21275.0,N8718Q,B38M,BOEING 737 MAX 8,2025-02-09,2025-02-09 01:09:20.640,abfd8c
